protein1	protein2	organism1	organism2	org1.taxid	org2.taxid
A0A024B7W1	Q9H0U6	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H330	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H6K4	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H6S0	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H7H0	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H813	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H920	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H967	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9H9J2	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9HBE1	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9HC36	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NP64	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NP92	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NRW7	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NTJ5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NUN5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NUQ2	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NUT2	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NV31	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NVA1	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NVV4	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NW82	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NWR8	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NWS8	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NWU5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NX14	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NX20	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NX47	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NZ43	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NZE8	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NZJ7	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9NZM5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9P015	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UGR2	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UHQ9	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UHX1	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UI09	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UJA5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UKE5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UNK0	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UPP1	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9UPU5	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y221	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y2W1	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y3B3	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y3Q3	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y4E8	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y5J1	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y5J6	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y5J7	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
A0A024B7W1	Q9Y6M9	Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013	Homo sapiens	2043570	9606
YP_009227196	A0A024QZC8	Zika virus	Homo sapiens	64320	9606
YP_009227205	A0A024R6L5	Zika virus	Homo sapiens	64320	9606
Q8JSN8	A0A024RCT1	Influenza A virus (A/Paris/908/97(H3N2))	Homo sapiens	158611	9606
NP_803144	A0A075B749	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
Q88489	A0A075B749	Tick-borne encephalitis virus	Homo sapiens	11084	9606
NP_040311	A0A087WUS5	Alphapapillomavirus 7	Homo sapiens	337042	9606
NP_803144	A0A087WUW0	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
Q76SB6	A0A087WWF6	Human herpesvirus 8 type M	Homo sapiens	435895	9606
Q88489	A0A087WXF8	Tick-borne encephalitis virus	Homo sapiens	11084	9606
I6TLV8	A0A087WYL7	Human herpesvirus 2 strain 186	Homo sapiens	10312	9606
NP_803144	A0A087X1E4	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
A0A097NZ28	A0A097NZ28	Seoul orthohantavirus	Seoul orthohantavirus	1980490	1980490
A0A097NZ28	B0QYN7	Seoul orthohantavirus	Homo sapiens	1980490	9606
A0A097NZ28	NP_941977	Seoul orthohantavirus	Hantaan orthohantavirus	1980490	1980471
A0A097NZ28	O95551	Seoul orthohantavirus	Homo sapiens	1980490	9606
A0A097NZ28	Q96S59	Seoul orthohantavirus	Homo sapiens	1980490	9606
A0A097PIH4	A0A1S4EUN7	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4EVE9	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F0K3	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F0S3	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F231	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F316	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F3X4	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F5I6	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F5V5	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4F953	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FBG2	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FBJ4	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FE11	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FGF6	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FHQ9	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FIH2	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FLJ7	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FLV3	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FM37	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FME3	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FMH0	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FNU3	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FP73	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FQ10	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FUH2	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FVW5	Dengue virus 1	Aedes aegypti	11053	7159
A0A097PIH4	A0A1S4FYB6	Dengue virus 1	Aedes aegypti	11053	7159
YP_009227196	A0A0A0MRK1	Zika virus	Homo sapiens	64320	9606
NP_803144	A0A0A0MSD0	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
YP_009227196	A0A0A6YYI3	Zika virus	Homo sapiens	64320	9606
A0A0B6VN47	P88917	Human gammaherpesvirus 4	Human herpesvirus 8 type M	10376	435895
A0A0B6VN71	P90475	Human gammaherpesvirus 4	Human herpesvirus 8 type M	10376	435895
Q9QLP4	A0A0C4DFM2	Human papillomavirus type 6	Homo sapiens	31552	9606
NP_040313	A0A0C4DGQ5	Alphapapillomavirus 7	Homo sapiens	337042	9606
A0A0C7T7I9	P88919	Human gammaherpesvirus 4	Human herpesvirus 8 type M	10376	435895
NP_040313	A0A0D9SGF6	Alphapapillomavirus 7	Homo sapiens	337042	9606
A0A0F7GQM8	L0N688	Human alphaherpesvirus 1	Human alphaherpesvirus 1 strain RH2	10298	946522
NP_043127	A0A0G2JM12	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
A0A0N9S310	P88918	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A0N9S310	P88919	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A0N9S310	P88920	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A0N9S310	P88947	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A0N9S310	P88954	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A0N9S310	Q76SB6	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A288CFT1	A0A0U1RQC9	HIV-1 M:B_HXB2R	Homo sapiens	11706	9606
AP_000529	A0A0U1RQC9	Human adenovirus 1	Homo sapiens	10533	9606
NP_043127	A0A0U1RQC9	Macaca mulatta polyomavirus 1	Homo sapiens	1891767	9606
NP_751919	A0A0U1RQC9	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_751925	A0A0U1RQC9	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_751927	A0A0U1RQC9	Hepatitis C virus genotype 1	Homo sapiens	41856	9606
NP_739588	A0A0U1RRM4	Dengue virus 2	Homo sapiens	11060	9606
A0A159DRT2	A0A220NMU2	Human papillomavirus type 16	Human papillomavirus type 16	333760	333760
A0A159DRT2	H0Y8C6	Human papillomavirus type 16	Homo sapiens	333760	9606
A0A159DRT2	Q92973	Human papillomavirus type 16	Homo sapiens	333760	9606
A0A166M983	A0A166M983	Alphapapillomavirus 9	Alphapapillomavirus 9	337041	337041
A0A166M983	A0A590UJD9	Alphapapillomavirus 9	Homo sapiens	337041	9606
A0A166M983	B0QYN7	Alphapapillomavirus 9	Homo sapiens	337041	9606
A0A166M983	Q15645	Alphapapillomavirus 9	Homo sapiens	337041	9606
A0A181ZFL8	A0A181ZH46	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
A0A181ZH46	B9VQG6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
A0A181ZHJ5	A0A181ZHX9	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
A0A181ZHX9	B9VQG6	Human alphaherpesvirus 1 strain 17	Human alphaherpesvirus 1 strain 17	10299	10299
A0A193PN34	P88918	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A193PN34	P88919	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A193PN34	P88920	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A193PN34	P88950	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A193PN34	P88951	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A193PN34	P88952	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0A193PN34	Q76SB1	Human gammaherpesvirus 8	Human herpesvirus 8 type M	37296	435895
A0MK22	A0A1D5NTA0	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PD64	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PDV1	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PIZ8	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PL06	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PLH4	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PSP0	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1D5PX68	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0MK22	A0A1L1RNF8	Influenza A virus (A/chicken/Shanxi/2/2006(H5N1))	Gallus gallus	404408	9031
A0A1P7U110	A0A1P7U110	Human herpesvirus 4 strain B95-8	Human herpesvirus 4 strain B95-8	10377	10377
A0A1P7U110	D3XDS0	Human herpesvirus 4 strain B95-8	Murine cytomegalovirus (strain Smith)	10377	10367
A0A1P7U1U3	A0A1P7U110	Human herpesvirus 4 strain B95-8	Human herpesvirus 4 strain B95-8	10377	10377
A0A1P7U1U3	Q8AZJ4	Human herpesvirus 4 strain B95-8	Human herpesvirus 4 strain B95-8	10377	10377
A0A1S4EWS1	A0A097PIH4	Aedes aegypti	Dengue virus 1	7159	11053
A0A1S5YGI6	A0A1S5YGL2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGI6	A0A1S5YGL3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGI6	A0A1S5YGM5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGI6	A0A1S5YGR5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGI6	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGI6	A0A1S5YH14	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGI6	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGJ7	A0A1S5YGK9	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGJ7	A0A1S5YGL8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGJ7	A0A1S5YGR5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGJ7	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGJ7	D3XDY5	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGK9	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGK9	A0A1S5YH17	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGK9	D3XDY5	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGL1	A0A1S5YGM5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL1	A0A1S5YH14	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL1	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGL1	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL2	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL2	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGL2	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL3	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGL3	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL6	A0A1S5YH14	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGL6	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGL6	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM2	D3XDY5	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGM5	A0A1S5YGL2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	A0A1S5YGL3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	A0A1S5YGL6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	A0A1S5YGR5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	A0A1S5YH17	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM5	D3XDY5	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGM5	YP_214107	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM6	YP_214108	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM7	A0A1S5YGJ7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM7	A0A1S5YGX5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM7	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGM7	YP_214107	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGN2	A0A1S5YGR6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGN2	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGN2	A0A1S5YGX5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP1	A0A1S5YGM4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP1	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP1	A0A1S5YGW1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP1	D3XDX2	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGP4	A0A1S5YGP4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP4	D3XDL2	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGP4	YP_214057	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP5	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP5	A0A1S5YGT0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP5	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGP5	YP_214057	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP5	YP_214095	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP5	YP_214108	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP7	A0A1S5YGS0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP7	A0A1S5YGX5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP7	A0A1S5YGZ4	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP7	A0A1S5YH01	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP7	A0A1S5YH07	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP8	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP8	A0A1S5YGQ6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP8	Q76T60	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGP8	YP_214095	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGQ2	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGQ2	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGQ2	D3XDU0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGQ5	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGR5	A0A1S5YH14	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGR5	D3XDX3	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGR5	D3XDY5	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGR5	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGR6	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGR6	A0A1S5YGX5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGR6	A0A1S5YH00	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGR6	YP_214107	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGL8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGM6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGM7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGR6	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGS0	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGU7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	A0A1S5YGZ1	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	YP_214095	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	YP_214107	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS0	YP_214108	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS1	A0A1S5YGU7	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS3	A0A1S5YGL2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS3	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS3	Q76T60	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGS6	A0A1S5YGT3	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGT3	YP_214044	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGT3	YP_214113	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGU2	A0A1S5YGP5	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGU2	D3XDX7	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGU2	D3XDY5	Murid betaherpesvirus 1	Murine cytomegalovirus (strain Smith)	10366	10367
A0A1S5YGX3	A0A1S5YGL2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGX3	A0A1S5YGL8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGX3	A0A1S5YGU2	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
A0A1S5YGX3	A0A1S5YGW8	Murid betaherpesvirus 1	Murid betaherpesvirus 1	10366	10366
